Situacao	Var_Desconto	Descricao	Codigo	Preco_Original	Preco_A_Vista	Preço_A_Credito	Parcela	Valor_Parcela	Produto	Desconsiderar	Desmembrar	Avaliacao
OFERTA	-33%	"Samsung Smart Tv 50"" Qled The Frame 2022 50ls03b Tela Matte"	Cód. 1569938133	(0)	R$ 5.999,00 cada		R$ 3.999,00cada		tv		8x de R$ 499,87 s/juros	
		"Smart Tv Lg 55"" 4k Quantum Dot Nanocell Com Inteligência Arti..."	Cód. 1571377262	(0)			R$ 4.399,00cada	8x de R$ 549,87 s/juros	tv			
OFERTA	-18%	Smart Tv Philco 65 Polegadas 4k Uhd Ptv65g3bgtssbl	Cód. 1571604531	(0)	R$ 4.493,28 cada		R$ 3.640,80cada		tv		8x de R$ 455,10 s/juros	
OFERTA	-38%	"Smart Tv Lg Lcd 65"" Uhd Thinq Ai Hdr Bluetooth Alexa Google A..."	Cód. 1571492412	(0)	R$ 5.999,00 cada		R$ 3.718,40cada		tv		8x de R$ 464,80 s/juros	
OFERTA	-29%	"Samsung Smart Tv 55"" Qled 4k Q70c 2023 Modo Game Som Em Mov..."	Cód. 1571385061	(0)	R$ 4.999,00 cada		R$ 3.516,50cada		tv		8x de R$ 439,56 s/juros	
OFERTA	-5%	Smart Tv Philips 50 Polegadas Ambilight Led Ultra Hd 4k 50pug...	Cód. 1571111355	(0)	R$ 2.386,21 cada		R$ 2.259,90cada		tv		8x de R$ 282,49 s/juros	
		"Smart Tv Lg 4k Nanocell 55"" Polegadas 55nano77sra Bluetooth,"	Cód. 1571511320	(0)			R$ 2.649,00cada	8x de R$ 331,12 s/juros	tv			
OFERTA	-26%	"Samsung Smart Tv Tizen Fhd T5300 2020 Hdr 43"""	Cód. 1567043702	(0)	R$ 2.599,00 cada		R$ 1.899,00cada		tv		8x de R$ 237,37 s/juros	
OFERTA	-10%	"Smart Tv 50"" Philco 4k Ptv50m8gagcmbl Android Tv Led Bivolt"	Cód. 1571567709	R$ 2.299,90 cada	R$ 2.069,91cada		à vista no pix		tv		R$ 2.299,90 em até 8x de R$ 287,49 s/juros	(0)
OFERTA	-5%	"Smart Tv Hd Aoc Roku Led 32"" 32s5135/78g, Wi-fi, 3 Hdmi, 1 U..."	Cód. 1571134022	(0)	R$ 1.158,50 cada		R$ 1.094,90cada		tv		8x de R$ 136,86 s/juros	
OFERTA	-37%	"Smart Tv Samsung 75"" Crystal Uhd 4k 75cu8000 2023 Painel Dy..."	Cód. 1571333651	(0)	R$ 8.999,00 cada		R$ 5.589,00cada		tv		8x de R$ 698,62 s/juros	
		Smart Tv 43pfg6918 43 Polegadas Full Hd Borderless Android Ph...	Cód. 1571598068	(0)			R$ 1.899,90cada	8x de R$ 237,49 s/juros	tv			
OFERTA	-17%	Smart Tv 32” Philco Led Ptv32g23agssblh Android Tv Bivolt	Cód. 1571598069	(0)	R$ 1.399,90 cada		R$ 1.159,90cada		tv		8x de R$ 144,99 s/juros	
		Smart Tv 86 4k Lg Uhd Thinq Ai Alexa Google Assistente 86ur87...	Cód. 1571492416	(0)			R$ 8.598,00cada	8x de R$ 1.074,75 s/juros	tv			
OFERTA	-26%	Smart Tv 42” Philco Led Ptv42g52rcf Roku Tv Dolby Audio Bivolt	Cód. 1567868039	(0)	R$ 2.299,90 cada		R$ 1.699,90cada		tv		8x de R$ 212,49 s/juros	
OFERTA	-26%	"Smart Tv Lg 4k Nanocell 50"" Polegadas 50nano77sra Bluetooth,"	Cód. 1571511321	(0)	R$ 4.337,84 cada		R$ 3.206,00cada		tv		8x de R$ 400,75 s/juros	
OFERTA	-6%	"Tv Lg 32"" Led Hd Smart Pro 32lq621cbsb.awz"	Cód. 1570589972	R$ 1.299,00 cada	R$ 1.221,06cada		à vista no pix		tv		R$ 1.299,00 em até 8x de R$ 162,37 s/juros	(0)
OFERTA	-10%	Smart Tv 43” Philco 4k Ptv43g7er2cpbl Led Roku Tv Quad Core B...	Cód. 1571503800	R$ 1.999,90 cada	R$ 1.799,91cada		à vista no pix		tv		R$ 1.999,90 em até 8x de R$ 249,99 s/juros	(0)
OFERTA	-8%	Smart Tv Led 32 Polegadas 2 Hdmi 1 Usb Wi-fi Samsung Un32t430...	Cód. 1567043703	(4)	R$ 1.199,00 cada		R$ 1.099,00cada		tv		8x de R$ 137,37 s/juros	
OFERTA	-44%	Tv 24” Philco Led Ptv24n91dfbrh Hd Receptor Digital Bivolt	Cód. 1570667691	(0)	R$ 1.499,90 cada		R$ 829,90cada		tv		8x de R$ 103,74 s/juros	
		"Smart Tv Samsung 65"" Uhd 4k 65cu7700 2023 Processador Crysta..."	Cód. 1571333662	(0)			R$ 4.199,00cada	8x de R$ 524,87 s/juros	tv			
		"Smart Tv Samsung 75"" Uhd 4k 75cu7700 2023 Processador Crysta..."	Cód. 1571333658	(0)			R$ 7.479,90cada	8x de R$ 934,99 s/juros	tv			
OFERTA	-10%	Smart Tv 50” Philco 4k Ptv50g7er2cpbl Roku Led Dolby Audio B...	Cód. 1571389673	R$ 2.199,90 cada	R$ 1.979,91cada		à vista no pix		tv		R$ 2.199,90 em até 8x de R$ 274,99 s/juros	(0)
OFERTA	-20%	"Samsung Smart Tv 85"" Qled 4k Q70c 2023 Modo Game Som Em Mov..."	Cód. 1571385058	(0)	R$ 15.999,00 cada		R$ 12.662,90cada		tv		8x de R$ 1.582,86 s/juros	
		Smart Tv 65 Philips 4k 65pug7408 Google Tv Bluetooth	Cód. 1571567803	(0)			R$ 3.999,89cada	8x de R$ 499,99 s/juros	tv			
OFERTA	-21%	Smart Tv 32” Philco Led Ptv32g7pr2csblh Roku Tv Dolby Audio B...	Cód. 1571389674	(0)	R$ 1.399,90 cada		R$ 1.099,90cada		tv		8x de R$ 137,49 s/juros	
OFERTA	-6%	"Smart Tv Semp 32"" Led Hd Roku Wifi Dual Band 32r6500 – Bivolt"	Cód. 1571045104	R$ 1.199,00 cada	R$ 1.127,06cada		à vista no pix		tv		R$ 1.199,00 em até 8x de R$ 149,87 s/juros	(0)
		"Combo Samsung Smart Tv 65"" Qled 4k Q65c + Soundbar Samsung Hw..."	Cód. 1571385059	(0)			R$ 8.899,00cada	8x de R$ 1.112,37 s/juros	tv			
OFERTA	-18%	"Samsung Smart Tv 65"" Qled 4k Q70c 2023 Modo Game Som Em Mov..."	Cód. 1571385057	(0)	R$ 6.199,00 cada		R$ 5.024,90cada		tv		8x de R$ 628,11 s/juros	
		Smart Tv 43” Philco Ptv43g7er2cpblf Led Dolby Audio Bivolt	Cód. 1571503799	(0)			R$ 1.699,90cada	8x de R$ 212,49 s/juros	tv			
		"Smart Tv 50"" Lg 4k Uhd Thinq Ai Hdr Bluetooth Alexa Google As..."	Cód. 1571567710	(0)			R$ 2.199,00cada	8x de R$ 274,87 s/juros	tv			
		"Samsung Smart Tv 65"" Qled 4k Q65c 2023 Modo Game Som Em Mov..."	Cód. 1571385056	(0)			R$ 4.699,00cada	8x de R$ 587,37 s/juros	tv			
		"Smart Tv Led 24"" Hq 2 Hdmi 2 Usb Wi-fi Android 11 E Processad..."	Cód. 1570799036	(0)			R$ 799,00cada	7x de R$ 114,14 s/juros	tv			
		Smart Tv Samsung Crystal Uhd 4k 43cu8000 2023 Design Airslim	Cód. 1571336242	(1)			R$ 2.149,00cada	8x de R$ 268,62 s/juros	tv			
OFERTA	-29%	Smart Tv Samsung Crystal Uhd 4k 50cu8000 2023 Design Airslim	Cód. 1571336244	(0)	R$ 3.359,00 cada		R$ 2.384,00cada		tv		8x de R$ 298,00 s/juros	
OFERTA	-56%	Smart Tv Philco Led 50 Polegadas 4k Uhd 2 Usb 4 Hdmi Wi Fi	Cód. 1566982230	(0)	R$ 4.999,90 cada		R$ 2.199,90cada		tv		8x de R$ 274,99 s/juros	
OFERTA	-10%	Smart Tv 32” Philco Led Ptv32g7er2cpblh Dolby Audio Bivolt	Cód. 1571503801	R$ 1.099,90 cada	R$ 989,91cada		à vista no pix		tv		R$ 1.099,90 em até 8x de R$ 137,49 s/juros	
		"Smart Tv 32"" Britânia Btv32g23agssgblh Led Dolby Audio Bivolt"	Cód. 1571598070	R$ 865,20cada					tv		8x de R$ 108,15 s/juros	
		"Smart Tv Led 55"" Philips 5pug7408/78 4k Uhd Com Wi-fi, Com 2"	Cód. 1571615140	R$ 2.599,00cada					tv		8x de R$ 324,87 s/juros	
OFERTA	-42%	Smart Tv 40” Philco Led Ptv40g7er2cpblf Roku Tv Dolby Audio B...	Cód. 1571389671	R$ 2.799,90 cada	R$ 1.599,90cada				tv		8x de R$ 199,99 s/juros	
		"Smart Tv Android Led 43"" Full Hd Philips 43pfg6917 3 Hdmi 2 U..."	Cód. 1570582442	R$ 2.045,37cada					tv		8x de R$ 255,67 s/juros	
		"Smart Tv Lg 32"" Fhd Com Inteligência Artificial 32lq620bpsb –..."	Cód. 1570476645	R$ 1.277,20cada					tv		8x de R$ 159,65 s/juros	
OFERTA	-21%	"Smart Tv Samsung 55"" Crystal Uhd 4k 55cu8000 2023 Painel Dyna..."	Cód. 1571336243	R$ 3.669,00 cada	R$ 2.879,00cada				tv		8x de R$ 359,87 s/juros	
		"Smart Tv 43"" Lg 4k Uhd Thinq Ai Hdr Bluetooth Alexa Google As..."	Cód. 1571592318	R$ 2.399,00cada					tv		8x de R$ 299,87 s/juros	
		Smart Tv 43 Polegadas Led Hd Roku 3 Hdmi 1 Usb Aoc	Cód. 1571254306	R$ 1.699,00cada					tv		8x de R$ 212,37 s/juros	
		"Smart Tv Samsung 50"" Qled 4k Pontos Quânticos 2023 Qn50q60cag..."	Cód. 1571288887	R$ 2.899,00cada					tv		8x de R$ 362,37 s/juros	
		"TV LED 32"" HQ HD com Conversor Digital Externo 2 HDMI 2 USB e..."	Cód. 1570438725	R$ 769,00cada					tv		7x de R$ 109,86 s/juros	
OFERTA	-18%	Smart Tv Android D-led 4k 50 Pol 3 Hdmi 2 Usb Wi-fi Bl-02 Aiwa	Cód. 1571176427	R$ 2.919,20 cada	R$ 2.390,00cada				tv		8x de R$ 298,75 s/juros	
		Smart Tv Led 43 Samsung Lh43bet Full Hd	Cód. 1567040079	R$ 1.899,00cada					tv		8x de R$ 237,37 s/juros	
OFERTA	-15%	"Smart Tv Lg 50"" 4k Nanocell Com Inteligência Artificial Ai Th..."	Cód. 1570493810	R$ 3.590,30 cada	R$ 3.050,30cada				tv		8x de R$ 381,29 s/juros	
OFERTA	-9%	"Smart Tv Aiwa 32"" Android, Hd, Comando De Voz, Dolby Áudio, H..."	Cód. 1571099297	R$ 1.492,60 cada	R$ 1.352,20cada				tv		8x de R$ 169,02 s/juros	
		"Smart Tv Tcl 55"" 4k Uhd Hdr Google Assistant Borda Fina 55p63..."	Cód. 1571503871	R$ 2.179,00cada					tv		8x de R$ 272,37 s/juros	
OFERTA	-40%	"Smart Tv Samsung 65"" Crystal Uhd 4k 65cu8000 2023 Painel Dyna..."	Cód. 1571333655	R$ 5.999,00 cada	R$ 3.579,00cada				tv		8x de R$ 447,37 s/juros	
		"Smart Tv Samsung 58"" Uhd 4k 58cu7700 2023 Processador Crysta..."	Cód. 1571333660	R$ 2.899,00cada					tv		8x de R$ 362,37 s/juros	
		Kit Smart Home Com Sensores Inteligentes Xiaomi Branco	Cód. 1567170410	(0)			R$ 849,99cada	8x de R$ 106,25 s/juros	home-theater			
		Suporte Pedestal Para Caixas Surround Home Theater Som Cinema...	Cód. 1571377493	(0)					home-theater		R$ 149,99cada	
OFERTA	-29%	Soundbar Samsung Hw-s800b Com 3.1.2 Canais Dolby Atmos Sin...	Cód. 1570730910	(0)	R$ 4.399,00 cada		R$ 3.099,00cada		home-theater		8x de R$ 387,37 s/juros	
		Soundbar Lg Sj2.dpanllk 360463	Cód. 1570889940	(0)			R$ 1.499,90cada	8x de R$ 187,49 s/juros	home-theater			
		Soundbar Heritage Theatre Bar 49,5'' Klipsch	Cód. 1570906465	(0)			R$ 19.999,90cada	8x de R$ 2.499,99 s/juros	home-theater			
		Caixa De Som Klipsch Surround 3 Para Soundbar	Cód. 1570906466	(0)			R$ 3.899,90cada	8x de R$ 487,49 s/juros	home-theater			
		Estante Para Home Theater E Tv Até 60 Polegadas Atacama Off W...	Cód. 1571580358	(0)			R$ 748,99cada	7x de R$ 107,00 s/juros	home-theater			
		Suporte Caixa Acustica Surround Home Cinema Discreto Fácil In...	Cód. 1571377494	(0)					home-theater		R$ 39,99cada	
		"Painel Home Com Led Para Tv Até 75"" Polegadas Milão Carvalho"	Cód. 1571491590	(0)			R$ 1.042,00cada	8x de R$ 130,25 s/juros	home-theater			
		Soundbar Philco Psb04t Bluetooth Bivolt	Cód. 1566773610	(0)			R$ 1.399,90cada	8x de R$ 174,99 s/juros	home-theater			
OFERTA	-7%	Soundbar Samsung Hw-q930c Wireless Dolby Atmos Sincronia Son...	Cód. 1571489103	(0)	R$ 5.499,00 cada		R$ 5.066,69cada		home-theater		8x de R$ 633,34 s/juros	
OFERTA	-12%	Caixa Amplificada Party Box Bluetooth 600 Watts Pbx-600 Mondi...	Cód. 1571175211	(0)	R$ 719,90 cada		R$ 629,90cada		home-theater		6x de R$ 104,98 s/juros	
		Soundbar Samsung Hw-q990c Wireless Dolby Atmos Sincronia Son...	Cód. 1571495179	(0)			R$ 8.499,00cada	8x de R$ 1.062,37 s/juros	home-theater			
		Soundbar Bluetooth Jbl Sb140blkbr, 2.1 Canais, Hdmi, Preta, 6...	Cód. 1568547114	(0)			R$ 807,70cada	8x de R$ 100,96 s/juros	home-theater			
		Caixa De Som Portátil Com Bluetooth Jbl Xtreme 3 Com Potência...	Cód. 1568025938	R$ 1.841,40cada					mini-system		8x de R$ 230,17 s/juros	
OFERTA	-9%	Mini System Lg X Boom, 3500w Rms, Multi Bluetooth, Com Contro...	Cód. 1567048766	R$ 5.349,10 cada	R$ 4.823,14cada				mini-system		8x de R$ 602,89 s/juros	
OFERTA	-34%	Mini System Ms 8600 Lenoxx	Cód. 1566943437	R$ 429,99 cada	R$ 279,99cada				mini-system		2x de R$ 139,99 s/juros	
		Toca-discos De Vinil Ion C/ Conversão Para Formato Digital E...	Cód. 1567507270	R$ 739,90cada					vitrolas		7x de R$ 105,70 s/juros	
		Toca-discos Vinil Com Alto-falantes, Conversão Para O Formato...	Cód. 1567138434	R$ 1.449,90cada					vitrolas		8x de R$ 181,24 s/juros	
		Toca-discos Vinil Bronco Lp Ion C/ Rádio, Usb, Entrada Auxili...	Cód. 1566981538	R$ 1.129,90cada					vitrolas		8x de R$ 141,24 s/juros	
		Agulha Para Toca Discos Sjn68 Link 1	Cód. 1571201815	R$ 52,00cada					vitrolas			
		Toca Discos E Digitalizador Em Maleta Retrô Na Cor Marrom	Cód. 1567483285	R$ 999,90cada					vitrolas		8x de R$ 124,99 s/juros	
		Maleta Vitrola Toca Disco Vinil Bluetooth Usb Classico Retro	Cód. 1571502686	R$ 498,00cada					vitrolas		4x de R$ 124,50 s/juros	
		Toca-discos Conversor Digital Alto-falantes E Transm. Sem Fio...	Cód. 1566953142	R$ 1.449,90cada					vitrolas		8x de R$ 181,24 s/juros	
		Vitrola Raveo Stadio (bluetooth) Bivolt - Marrom	Cód. 1567377331	R$ 1.191,50cada					vitrolas		8x de R$ 148,94 s/juros	
		Toca Discos Portátil Em Maleta Com Conversão Digital De Vinil...	Cód. 1567507269	R$ 1.529,90cada					vitrolas		8x de R$ 191,24 s/juros	
		Cabo De Audio P2 X P2 90o Max0312	Cód. 1571504111	R$ 6,75cada					fones-de-ouvido			
		Cabo Usb Evus Fast Charge Type C 1.0m C-055 Gold Blister	Cód. 1567204893	R$ 15,48cada					fones-de-ouvido			
		Cabo Lighting Iphone 8 Pinos 1 Metro Branco Multilaser Wi328	Cód. 1567719735	R$ 24,90cada					fones-de-ouvido			
		Cabo Otg Evus Micro Usb Para Usb 2.0 C-076 15cm	Cód. 1567485129	R$ 5,74cada					fones-de-ouvido			
		Cabo Usb-c X Extensor Usb A Femea 2.0 2 Metros C20uaf-18 Vini...	Cód. 1567493871	Produto Indisponível					fones-de-ouvido			
		Cabo De Dados Usb A 2.0 Macho Para Usb A 2.0 Macho 28awg Puro...	Cód. 1567493873	R$ 111,87cada					fones-de-ouvido			
		Cabo Usb A 2.0 Para Usb Tipo C Para Celular Smartphone 1m Pre...	Cód. 1567493887	R$ 128,61cada					fones-de-ouvido			
		Cabo Para Hd Externo Usb A 3.0 Macho Para Micro Usb B 3.0 (10...	Cód. 1567493854	Produto Indisponível					fones-de-ouvido			
		Cabo Usb Tipo C Para Mini Usb B 2.0 Para Type C Tipo C 1 Metr...	Cód. 1567493880	R$ 123,30cada					fones-de-ouvido			
		Cabo Para Hd Externo Usb Tipo C Para Micro Usb B 3.0 1 Metro	Cód. 1567493845	Produto Indisponível					fones-de-ouvido			
		Kit Acessorios Para Celular Veicular Com Cabo Usb + Carregado...	Cód. 1567515802	Produto Indisponível					fones-de-ouvido			
		Cabo Para Celular Usb A Para Usb Tipo C 3.0 1 Metro - Preto	Cód. 1567493870	R$ 179,10cada					fones-de-ouvido			
		Cabo Extensor Usb A 3.0 Macho Para Usb A 3.0 Femea 28awg Puro...	Cód. 1567493849	Produto Indisponível					fones-de-ouvido			
		Cabo Micro Usb Para Usb A 2.0 Para Celular 50cm Preto - Pmuap...	Cód. 1567493874	R$ 174,24cada					fones-de-ouvido			
		Cabo Usb A 2.0 Macho Para Mini Usb B Macho 28awg Puro Cobre 2...	Cód. 1567493894	R$ 15,34cada					fones-de-ouvido			
		Carregador Portátil Elg Power Bank Usb 6500mah Pb65	Cód. 1566924452	R$ 114,43cada					fones-de-ouvido			
		Suporte De Celular Para Moto/ Prova D´agua / 5,5 B-max	Cód. 1566950058	R$ 79,90cada					fones-de-ouvido			
		Smartogo Suporte Automotivo - Cor: Verde	Cód. 1566950055	R$ 22,80cada					fones-de-ouvido			
		Carregador Portátil Elg Power Bank Usb 12500mah Pb125	Cód. 1566924439	R$ 545,49cada					fones-de-ouvido		5x de R$ 109,10 s/juros	
		Suporte De Celular Para Moto/ Prova D´agua / 6,3 B-max	Cód. 1566950056	R$ 79,90cada					fones-de-ouvido			
		Suporte Universal Para Gps/celular Com Haste Flexivel Sp-t20	Cód. 1567020773	R$ 29,99cada					fones-de-ouvido			
		Suporte Universal Magnetico Veicular Para Celular Smartphone	Cód. 1567045418	R$ 36,90cada					fones-de-ouvido			
		Cabo Usb A 2.0 Macho Para Mini Usb B Macho 28awg Puro Cobre 2...	Cód. 1567493894	R$ 15,34cada					fones-de-ouvido			
		Cabo Micro Usb Para Usb A 2.0 Para Celular 1 Metro Preto - Pm...	Cód. 1567493876	R$ 175,50cada					fones-de-ouvido			
		Kit Carregador Galaxy J7 Neo Cabo Micro Usb V8 Branco Kingo S...	Cód. 1566843609	R$ 44,89cada					fones-de-ouvido			
		Mini Tripé Flexível Octopus Suporte Celular Go Pro Camera - A...	Cód. 1566823554	R$ 32,89cada					fones-de-ouvido			
		Cabo Usb Carregador Com Filtro Para Controle Ps3 Playstation	Cód. 1566897548	R$ 19,89cada					fones-de-ouvido			
		Cabo Carregador Usb V8 Micro Usb Android Metal Reforçado Kingo	Cód. 1566823559	R$ 24,89cada					fones-de-ouvido			
		Suporte Veicular Para Tablets Com Clip Para Encosto Do Banco	Cód. 1566847578	R$ 51,89cada					fones-de-ouvido			
		Carregador Wireless Sem Fio Para Samsung Galaxy S6 S7 S8 S9+	Cód. 1566818171	R$ 39,89cada					fones-de-ouvido			
		Cabo De Dados Micro Usb Nylon Trançado V8 De 2 Metros - Prata	Cód. 1566828054	R$ 29,89cada					fones-de-ouvido			
		Cabo Usb 3.0 Type-c 3.1 Para Tablet Smartphone Macbook Kingo	Cód. 1566849538	R$ 19,89cada					fones-de-ouvido			
		Cabo Usb Carregador Moto X4 Z Z2 Play Type C - Branco	Cód. 1566823557	R$ 18,89cada					fones-de-ouvido			
		Kit Carregador Moto G4 Play Com Cabo Micro Usb V8 Branco Kingo	Cód. 1566818177	R$ 49,89cada					fones-de-ouvido			
		Cabo Usb C 3.0 Type C 1 Mt Para Samsung Galaxy S8 S9 S10 Preto	Cód. 1566838494	R$ 19,89cada					fones-de-ouvido			
		Suporte Veicular Para Saída De Ar Universal - Celular, Smartp...	Cód. 1566818174	R$ 10,89cada					fones-de-ouvido			
		Carregador Samsung Galaxy S5 Sm-g9000 Branco	Cód. 1566904988	R$ 74,89cada					fones-de-ouvido			
		Carregador De Celular De Parede Kimaster Kt-618 2.4a Com Cabo...	Cód. 1566893361	R$ 32,89cada					fones-de-ouvido			
		Adaptador 3x1 Usb 3.1 Type-c Thunderbolt X Hdmi Usb 3 Tipo C	Cód. 1566946678	R$ 89,89cada					fones-de-ouvido			
		Kit Carregador V8 Kingo - Compatível Samsang Galaxy Lg Lumia	Cód. 1566782340	R$ 44,89cada					fones-de-ouvido			
		Suporte Universal Tablet Carro Ipad Galaxy Tab Encosto De Cab...	Cód. 1566818181	R$ 51,89cada					fones-de-ouvido			
		Suporte Veicular De Encosto De Cabeça Universal Para Tablet L...	Cód. 1566831577	R$ 51,89cada					fones-de-ouvido			
OFERTA	-12%	Mini Tripé Flexível Octopus Suporte Celular Go Pro Camera - P...	Cód. 1566823553	R$ 33,00 cada					R$ 28,90cada	fones-de-ouvido		
		Cabo Carregador Para Asus Zenfone 5 5z Type-c Em Nylon Dourado	Cód. 1566845095	R$ 24,89cada					fones-de-ouvido			
		Power Bank Bateria Extra Portátil 10.000mah Pineng Pn-951 - P...	Cód. 1566782338	R$ 114,89cada					fones-de-ouvido			
		Cabo Usb-a X Micro Usb 3.0 Para Hd Externo 50cm - Azul	Cód. 1567475617	R$ 24,89cada					fones-de-ouvido			
		Hub 7 Portas Usb 2.0 Led Indicador Entrada Para Fonte - Preto	Cód. 1567225850	R$ 38,89cada					fones-de-ouvido			
		Carregador Veicular Usb Turbo Qualcomm 3.0 Com Cabo Type C -	Cód. 1566940222	R$ 48,89cada					fones-de-ouvido			
		Kit Carregador + Cabo Micro Usb V8 Para Moto G5 - Branco	Cód. 1566782341	R$ 44,89cada					fones-de-ouvido			
		Cabo Usb 3.1 Tipo C Turbo Fast Charge Reforçado Type C Prata	Cód. 1566878013	R$ 24,89cada					fones-de-ouvido			
		Suporte De Celular Veicular Para Saída De Ar - Preto	Cód. 1566894111	R$ 22,89cada					fones-de-ouvido			
		Adaptador Usb 3.1 Type C Thunderbolt 3.0 X Hdmi Usb 3 Tipo C	Cód. 1566818176	R$ 89,89cada					fones-de-ouvido			
		Cabo Usb 3.1 Type C Para Usb-a 3.0 1 Mts Moto G6 Plus G7 One	Cód. 1566839692	R$ 19,89cada					fones-de-ouvido			
		Mini Tripé Flexível Octopus Suporte Celular Go Pro Camera - V...	Cód. 1566823562	R$ 32,89cada					fones-de-ouvido			
		Cabo Carregador Usb C Tipo C Metal Super Reforçado 2.1a Type...	Cód. 1566823555	R$ 24,89cada					fones-de-ouvido			
		Suporte Veicular Universal Para Celular Exbom Sp-t20	Cód. 1566818178	R$ 24,89cada					fones-de-ouvido			
		Carregador Para Tablet Samsung Galaxy Tab V8 Preto Kingo	Cód. 1566894110	R$ 44,89cada					fones-de-ouvido			
		Cabo De Dados Usb 2.0 A Macho X Usb 2.0 B Macho 10m Cbus0010	Cód. 1567493869	R$ 33,75cada					fones-de-ouvido			
		Cabo De Dados Usb Type C 2m Letron Alta Resistencia Pvc Bran	Cód. 1571400598	R$ 17,90cada					fones-de-ouvido			
		Mini Carregador Usb P Embutir Moveis Diversos 5v 2 1a Preto	Cód. 1571399952	R$ 140,70cada					fones-de-ouvido			
		Cabo Usb Colors Tipo-c Emborrachado 1,2m Azul Tc12t - Elg	Cód. 1571399972	R$ 40,39cada					fones-de-ouvido			
		Cabo Adaptador 3 Em 1 Usb-c 3.1 Usb-c Para Hdmi 4k Usb 3.0 Jc...	Cód. 1571400007	R$ 56,90cada					fones-de-ouvido			
		Conversor Usb 3.0 Para Rj45 Gigabit Ethernet Comtac 9392	Cód. 1571399948	R$ 159,90cada					fones-de-ouvido			
		Cabo Usb Colors Tipo-c Emborrachado 1,2m Lilás Tc12x - Elg	Cód. 1571399930	R$ 40,39cada					fones-de-ouvido			
		Cabo Usb Macho P/ Mini Usb Femea Md9 1244 C5 Pinos	Cód. 1571399956	R$ 27,90cada					fones-de-ouvido			
		Cabo Dados Carregamento V8 Micro Usb 2.4a Turbo 1m Cbx-u2c13v...	Cód. 1571374864	R$ 19,99cada					fones-de-ouvido			
		Cabo Dados Carregamento Tipo C 2.4a Turbo 1m Cbx-u2c13tc Pret...	Cód. 1571374863	R$ 19,99cada					fones-de-ouvido			
		Cabo Conversor Usb Para 2 Portas Seriais Rs-232 1m 2s-usb	Cód. 1571468046	R$ 315,00cada					fones-de-ouvido		3x de R$ 105,00 s/juros	
		Cabo Conversor Usb Para 1 Porta Serial Rs-232 1m 1s-usb	Cód. 1571468048	R$ 240,00cada					fones-de-ouvido		2x de R$ 120,00 s/juros	
		Régua Hub Usb 7 Portas 2.0	Cód. 1571462195	R$ 29,95cada					fones-de-ouvido			
		Cabo Usb X Usb-c 1m 2a Cb-c11pk Rosa C3 Tech	Cód. 1571399911	R$ 16,90cada					fones-de-ouvido			
		Régua Hub Usb 3.0 4 Portas	Cód. 1571400125	R$ 29,95cada					fones-de-ouvido			
		Cabo Adaptador Usb-c 3.1 Para Hdmi 4k Usb 3.0 Type-c Rj45 Jc-...	Cód. 1571400126	R$ 136,90cada					fones-de-ouvido			
		Hub Usb Tipo C / Type C Para 3 Usb 3.0 + Rj45 1000 Mbps Gigab...	Cód. 1571400571	R$ 357,22cada					fones-de-ouvido		3x de R$ 119,07 s/juros	
		Hub Usb-c 3.0 4 Portas Hu-c310bk C3 Tech	Cód. 1571400118	R$ 75,90cada					fones-de-ouvido			
		Cabo Adaptador Otg Usb/usb-c Branco Ad300 Oex	Cód. 1571399947	R$ 18,90cada					fones-de-ouvido			
		Cabo Usb 3.0 De Dados Macho/macho 1.5m Preto Grosso Knup	Cód. 1571400063	R$ 28,89cada					fones-de-ouvido			
		Cabo Conversor Usb Para Paralelo	Cód. 1571400589	R$ 25,90cada					fones-de-ouvido			
		Cabo Conversor Usb Para 4 Portas Seriais Rs-232 1m 4s-usb	Cód. 1571468047	R$ 640,00cada					fones-de-ouvido		6x de R$ 106,67 s/juros	
		Base Carregador Celular Indução Sem Fio 30w Fdgao Almofada Ca...	Cód. 1570469352	R$ 152,00cada					fones-de-ouvido			
		Adaptador Fone Para Fone E Carregador Cabo Adapitador Dupro	Cód. 1570026288	R$ 167,20cada					fones-de-ouvido			
		Suporte Universal Veicular Tablet Ipad Galaxy Tab Encosto De	Cód. 1568958579	R$ 51,89cada					fones-de-ouvido			
		Cabo Recarga Lightning Nylon Sinc. Branco	Cód. 1570548260	R$ 39,50cada					fones-de-ouvido			
		Cabo Extensor De Carregador Usb Preto 1,8m General Electric -...	Cód. 1570776628	R$ 37,90cada					fones-de-ouvido			
		Monofone Pop Phone Kit 5 Und Microfone P2 Estilo Portatil	Cód. 1570715159	R$ 65,90cada					fones-de-ouvido			
		Carregador Veicular Wireless C/suporte Usb 5v-2a	Cód. 1570550256	R$ 209,20cada					fones-de-ouvido		2x de R$ 104,60 s/juros	
		Cabo Adaptador Usb 3.0 Para Gigabit Ethernet Rj45 (10/100/100...	Cód. 1571400099	R$ 104,89cada					fones-de-ouvido			
		Conversor Usb Rj45	Cód. 1571399927	R$ 49,90cada					fones-de-ouvido			
		Conversor Adaptador Type-c X Rj45 Lan Usb 3.0 Gigabit 10/100/...	Cód. 1571400019	R$ 104,89cada					fones-de-ouvido			
		Hub Usb-c Com 4 Portas 1 Usb 3.0 + 3 Usb 2.0 Chumbo Oex Hb104	Cód. 1571400574	R$ 87,90cada					fones-de-ouvido			
